source_label_class_name,source_dataset_source,target_label_class_name,target_dataset_source,kingdom,phylum,order,family,genus,species,round,foliose,phaceloid,encrusting,brain,oval,branching,submassive,corymbose,massive,free_living,tubular,cup_coral,plating,external_polyps,columnar,solitary,arborescent,meandroid,tabular,lobed_brain,bushy,fleshy,digitate,dead,bleached,algae,background,anthropogenic,trash,transect,macroalgae,dark,class,human,sand,hard_substrate
merulinidae,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mesophyllum,mermaid,,,not_given,rhodophyta,corallinales,hapalidiaceae,mesophyllum,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE
microbial mats,mermaid,,,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,none,FALSE,FALSE,FALSE
microdictyon,mermaid,,,plantae,chlorophyta,cladophorales,anadyomenaceae,microdictyon,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ulvophyceae,FALSE,FALSE,FALSE
micromussa,mermaid,,,animalia,cnidaria,scleractinia,lobophylliidae,micromussa,not_given,FALSE,not_given,not_given,TRUE,not_given,FALSE,FALSE,TRUE,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
millepora,mermaid,millepora,coralscapes_v2,animalia,cnidaria,anthoathecata,milleporidae,millepora,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hydrozoa,FALSE,FALSE,FALSE
millepora alcicornis,mermaid,,,animalia,cnidaria,anthoathecata,milleporidae,millepora,millepora_alcicornis,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hydrozoa,FALSE,FALSE,FALSE
millepora complanata,mermaid,,,animalia,cnidaria,anthoathecata,milleporidae,millepora,millepora_complanata,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hydrozoa,FALSE,FALSE,FALSE
millepora squarrosa,mermaid,,,animalia,cnidaria,anthoathecata,milleporidae,millepora,millepora_squarrosa,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hydrozoa,FALSE,FALSE,FALSE
millepora striata,mermaid,,,animalia,cnidaria,anthoathecata,milleporidae,millepora,millepora_striata,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hydrozoa,FALSE,FALSE,FALSE
milleporidae,mermaid,,,animalia,cnidaria,anthoathecata,milleporidae,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hydrozoa,FALSE,FALSE,FALSE
montastraea,mermaid,,,animalia,cnidaria,scleractinia,montastraeidae,montastraea,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,TRUE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montastraea cavernosa,mermaid,,,animalia,cnidaria,scleractinia,montastraeidae,montastraea,montastraea_cavernosa,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,TRUE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montastraeidae,mermaid,,,animalia,cnidaria,scleractinia,montastraeidae,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,TRUE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montigyra,mermaid,,,animalia,cnidaria,scleractinia,euphylliidae,montigyra,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,not_given,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,not_given,not_given,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora aequituberculata,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_aequituberculata,FALSE,TRUE,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,TRUE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora altasepta,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_altasepta,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora australiensis,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_australiensis,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora capitata,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_capitata,FALSE,FALSE,FALSE,TRUE,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora capricornis,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_capricornis,FALSE,TRUE,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora corbettensis,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_corbettensis,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora danae,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_danae,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora digitata,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_digitata,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora flabellata,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_flabellata,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora foliosa,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_foliosa,FALSE,TRUE,FALSE,not_given,not_given,FALSE,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora hoffmeisteri,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_hoffmeisteri,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora informis,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_informis,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora patula,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_patula,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora peltiformis,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_peltiformis,FALSE,TRUE,FALSE,TRUE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora spongiosa,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_spongiosa,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora spumosa,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_spumosa,FALSE,FALSE,FALSE,TRUE,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora stellata,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_stellata,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
montipora verrucosa,mermaid,,,animalia,cnidaria,scleractinia,acroporidae,montipora,montipora_verrucosa,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
moseleya,mermaid,,,animalia,cnidaria,scleractinia,lobophylliidae,moseleya,not_given,FALSE,FALSE,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
muricea,mermaid,,,animalia,cnidaria,malacalcyonacea,plexauridae,muricea,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE
mussa,mermaid,,,animalia,cnidaria,scleractinia,mussidae,mussa,not_given,FALSE,FALSE,TRUE,not_given,TRUE,FALSE,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mussa angulosa,mermaid,,,animalia,cnidaria,scleractinia,mussidae,mussa,mussa_angulosa,FALSE,FALSE,TRUE,not_given,TRUE,FALSE,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mussidae,mermaid,,,animalia,cnidaria,scleractinia,mussidae,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mycale,mermaid,,,animalia,porifera,poecilosclerida,mycalidae,mycale,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
mycale laevis,mermaid,,,animalia,porifera,poecilosclerida,mycalidae,mycale,mycale_laevis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
mycalidae,mermaid,,,animalia,porifera,poecilosclerida,mycalidae,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
mycedium,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,mycedium,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mycedium robokaki,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,mycedium,mycedium_robokaki,not_given,TRUE,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mycetophyllia,mermaid,,,animalia,cnidaria,scleractinia,mussidae,mycetophyllia,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mycetophyllia aliciae,mermaid,,,animalia,cnidaria,scleractinia,mussidae,mycetophyllia,mycetophyllia_aliciae,FALSE,FALSE,not_given,TRUE,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mycetophyllia danaana,mermaid,,,animalia,cnidaria,scleractinia,mussidae,mycetophyllia,mycetophyllia_danaana,FALSE,FALSE,not_given,not_given,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mycetophyllia ferox,mermaid,,,animalia,cnidaria,scleractinia,mussidae,mycetophyllia,mycetophyllia_ferox,FALSE,FALSE,not_given,not_given,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
mycetophyllia lamarckiana,mermaid,,,animalia,cnidaria,scleractinia,mussidae,mycetophyllia,mycetophyllia_lamarckiana,FALSE,FALSE,not_given,not_given,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
nemenzophyllia,mermaid,,,animalia,cnidaria,scleractinia,plerogyridae,nemenzophyllia,not_given,FALSE,FALSE,not_given,not_given,TRUE,FALSE,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE
neogoniolithon,mermaid,,,plantae,rhodophyta,corallinales,spongitidaceae,neogoniolithon,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE
neomeris,mermaid,,,plantae,chlorophyta,dasycladales,dasycladaceae,neomeris,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ulvophyceae,FALSE,FALSE,FALSE
neopetrosia,mermaid,,,animalia,porifera,haplosclerida,petrosiidae,neopetrosia,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
neopetrosia carbonaria,mermaid,,,animalia,porifera,haplosclerida,petrosiidae,neopetrosia,neopetrosia_carbonaria,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
neopetrosia chaliniformis,mermaid,,,animalia,porifera,haplosclerida,petrosiidae,neopetrosia,neopetrosia_chaliniformis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
nephtheidae,mermaid,,,animalia,cnidaria,malacalcyonacea,nephtheidae,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE
nepthea,mermaid,litophyton,mermaid,animalia,cnidaria,malacalcyonacea,nephtheidae,litophyton,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE
niphates,mermaid,,,animalia,porifera,haplosclerida,niphatidae,niphates,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
niphates digitalis,mermaid,,,animalia,porifera,haplosclerida,niphatidae,niphates,niphates_digitalis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
niphates erecta,mermaid,,,animalia,porifera,haplosclerida,niphatidae,niphates,niphates_erecta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE
