source_label_class_name,source_dataset_source,target_label_class_name,target_dataset_source,kingdom,phylum,order,family,genus,species,round,corymbose,brain,oval,massive,fleshy,encrusting,bushy,foliose,columnar,solitary,cup_coral,submassive,external_polyps,branching,plating,tubular,meandroid,lobed_brain,arborescent,digitate,free_living,phaceloid,tabular,bleached,algae,background,anthropogenic,trash,transect,transect_line,macroalgae,dark,class,human,sand,hard_substrate,live
deep sand,coralnet,sand,coralscapes_v2,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,FALSE,TRUE,FALSE,FALSE
merulinidae,coralnet,merulinidae,mermaid,animalia,cnidaria,scleractinia,merulinidae,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
seriatopora healthy,coralnet,seriatopora alive,coralscapes_v2,animalia,cnidaria,scleractinia,pocilloporidae,seriatopora,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
unknown invert,coralnet,other,mermaid,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,FALSE
cyphastrea healthy,coralnet,cyphastrea,mermaid,animalia,cnidaria,scleractinia,merulinidae,cyphastrea,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
acropora austera,coralnet,acropora austera,mermaid,animalia,cnidaria,scleractinia,acroporidae,acropora,acropora_austera,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
bleached porites porites,coralnet,,,animalia,cnidaria,scleractinia,poritidae,porites,porites_porites,FALSE,FALSE,not_given,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
red algae - crustose coralline algae,coralnet,crustose coralline algae,mermaid,not_given,rhodophyta,corallinales,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,not_given,FALSE
millepora exaesa,coralnet,,,animalia,cnidaria,anthoathecata,milleporidae,millepora,millepora_exaesa,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hydrozoa,FALSE,FALSE,FALSE,TRUE
lithophyllum spp. encrusting,coralnet,,,plantae,rhodophyta,corallinales,corallinaceae,lithophyllum,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE,FALSE
porites paling hypermycosis,coralnet,porites,mermaid,animalia,cnidaria,scleractinia,poritidae,porites,not_given,FALSE,not_given,not_given,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
astreopora myriophthalma,coralnet,astreopora myriophthalma,mermaid,animalia,cnidaria,scleractinia,acroporidae,astreopora,astreopora_myriophthalma,FALSE,FALSE,not_given,FALSE,TRUE,not_given,TRUE,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
vermatid mollusc,coralnet,,,animalia,mollusca,littorinimorpha,vermetidae,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gastropoda,FALSE,FALSE,FALSE,TRUE
pocillopora purple morphology pale,coralnet,pocillopora alive,coralscapes_v2,animalia,cnidaria,scleractinia,pocilloporidae,pocillopora,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
blue sponge,coralnet,sponge,coralscapes_v2,animalia,porifera,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,TRUE
merulina ampliata,coralnet,,,animalia,cnidaria,scleractinia,merulinidae,merulina,merulina_ampliata,not_given,FALSE,not_given,not_given,FALSE,not_given,TRUE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
sea rod,coralnet,plexauridae,mermaid,animalia,cnidaria,malacalcyonacea,plexauridae,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
didemnum sp,coralnet,didemnum,mermaid,animalia,chordata,aplousobranchia,didemnidae,didemnum,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ascidiacea,FALSE,FALSE,FALSE,TRUE
fungiidae,coralnet,fungiidae alive,coralscapes_v2,animalia,cnidaria,scleractinia,fungiidae,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
callyspongia spp.,coralnet,callyspongia,mermaid,animalia,porifera,haplosclerida,callyspongiidae,callyspongia,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
unknown-5,coralnet,other,mermaid,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,FALSE
coral:rock,coralnet,hard substrate,coralscapes_v2,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,FALSE,FALSE,TRUE,FALSE
bleached pseudodiploria strigosa,coralnet,,,animalia,cnidaria,scleractinia,mussidae,pseudodiploria,pseudodiploria_strigosa,FALSE,FALSE,TRUE,FALSE,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,not_given,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
encrusting gorgonian,coralnet,gorgonia,mermaid,animalia,cnidaria,malacalcyonacea,gorgoniidae,gorgonia,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
porolithon,coralnet,porolithon,mermaid,not_given,rhodophyta,corallinales,porolithaceae,porolithon,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE,FALSE
iotrochota,coralnet,iotrochota,mermaid,animalia,porifera,poecilosclerida,iotrochotidae,iotrochota,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
eucheuma denticulatum,coralnet,,,plantae,rhodophyta,gigartinales,solieriaceae,eucheuma,eucheuma_denticulatum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE,FALSE
esponja-sp-1,coralnet,sponge,coralscapes_v2,animalia,porifera,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,TRUE
green rock,coralnet,hard substrate,coralscapes_v2,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,FALSE,FALSE,TRUE,FALSE
agelas conifera/tubulata,coralnet,agelas,mermaid,animalia,porifera,agelasida,agelasidae,agelas,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
unknown-21,coralnet,other,mermaid,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,FALSE
sponges: massive forms: simple,coralnet,sponge,coralscapes_v2,animalia,porifera,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,TRUE
cliona delitrix,coralnet,cliona delitrix,mermaid,animalia,porifera,clionaida,clionaidae,cliona,cliona_delitrix,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
fleshy macroalgae,coralnet,macroalgae,mermaid,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,TRUE,FALSE,none,FALSE,FALSE,FALSE,FALSE
stephanocoenia intersepta - bleached,coralnet,,,animalia,cnidaria,scleractinia,astrocoeniidae,stephanocoenia,stephanocoenia_intersepta,not_given,not_given,not_given,not_given,TRUE,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
foraminifera,coralnet,foraminifera,mermaid,not_given,retaria,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE
macroalgae: articulated calcareous: green,coralnet,calcifying algae,coralnet,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,none,FALSE,FALSE,FALSE,FALSE
dipsastraea matthai,coralnet,dipsastraea matthaii,mermaid,animalia,cnidaria,scleractinia,merulinidae,dipsastraea,dipsastraea_matthaii,not_given,not_given,not_given,not_given,TRUE,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,FALSE,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
non-bio,coralnet,other,mermaid,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,FALSE
porites_encrusting,coralnet,porites alive,coralscapes_v2,animalia,cnidaria,scleractinia,poritidae,porites,not_given,FALSE,FALSE,not_given,FALSE,TRUE,FALSE,TRUE,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
tridacna,coralnet,giant clam,coralscapes_v2,animalia,mollusca,cardiida,cardiidae,tridacna,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bivalvia,FALSE,FALSE,FALSE,TRUE
hydrozoan-sp3,coralnet,hydrozoa,mermaid,animalia,cnidaria,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hydrozoa,FALSE,FALSE,FALSE,TRUE
paragoniastra healthy,coralnet,,,animalia,cnidaria,scleractinia,merulinidae,paragoniastrea,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
dead coral with turf (lof),coralnet,turf algae,mermaid,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,none,FALSE,FALSE,not_given,FALSE
niphates digitalis,coralnet,niphates digitalis,mermaid,animalia,porifera,haplosclerida,niphatidae,niphates,niphates_digitalis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
montastraea cavernosa - bleached,coralnet,bleached montastraea cavernosa,coralnet,animalia,cnidaria,scleractinia,montastraeidae,montastraea,montastraea_cavernosa,not_given,FALSE,not_given,not_given,TRUE,not_given,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,TRUE,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
acropora digitifera,coralnet,,,animalia,cnidaria,scleractinia,acroporidae,acropora,acropora_digitifera,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
unknown-20,coralnet,other,mermaid,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,FALSE
favidae-mussidae massive/meandroid,coralnet,mussidae,mermaid,animalia,cnidaria,scleractinia,mussidae,not_given,not_given,FALSE,FALSE,not_given,FALSE,TRUE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
acropora nonbranching paling,coralnet,acropora alive,coralscapes_v2,animalia,cnidaria,scleractinia,acroporidae,acropora,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
esponja-sp-9,coralnet,sponge,coralscapes_v2,animalia,porifera,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,TRUE
cladiella sp. bleached,coralnet,cladiella,mermaid,animalia,cnidaria,malacalcyonacea,alcyoniidae,cladiella,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
dipsastraea favus,coralnet,dipsastraea favus,mermaid,animalia,cnidaria,scleractinia,merulinidae,dipsastraea,dipsastraea_favus,FALSE,FALSE,not_given,FALSE,TRUE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,not_given,TRUE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
"red algae, unidentified encrusting",coralnet,calcifying algae,coralnet,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,none,FALSE,FALSE,FALSE,FALSE
dead coral with erect cca (lof),coralnet,crustose coralline algae,mermaid,not_given,rhodophyta,corallinales,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,not_given,FALSE
coscinaraea columna,coralnet,,,animalia,cnidaria,scleractinia,coscinaraeidae,coscinaraea,coscinaraea_columna,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
bleached dendrogyra,coralnet,,,animalia,cnidaria,scleractinia,meandrinidae,dendrogyra,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
montipora nodosa,coralnet,,,animalia,cnidaria,scleractinia,acroporidae,montipora,not_given,FALSE,not_given,not_given,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
