,Label ID,Num Annotations,Num Images,Source ID
16,174,325,230,s1776
17,175,131,92,s1776
18,179,39,28,s1776
19,185,19,7,s1776
20,203,53,15,s1776
21,212,17,9,s1776
22,403,8,5,s1776
23,428,4706,884,s1776
24,770,3,3,s1776
25,1604,71,40,s1776
26,1647,1699,937,s1776
27,2147,41,12,s1776
28,2490,13,9,s1776
29,2594,85,31,s1776
30,2596,30,20,s1776
31,2605,31,20,s1776
32,3603,6023,2118,s1776
0,79,287,69,s1781
1,80,422,55,s1781
2,81,221,44,s1781
3,102,49,19,s1781
4,103,33,23,s1781
5,105,321,52,s1781
6,133,22,8,s1781
7,175,60,22,s1781
8,1176,97,26,s1781
9,1647,165,58,s1781
10,4573,323,50,s1781
0,82,13446,1335,s1783
1,84,423,78,s1783
2,111,63,16,s1783
3,113,5847,835,s1783
4,133,19,3,s1783
5,342,997,339,s1783
6,461,392,101,s1783
7,474,38,16,s1783
8,663,1509,265,s1783
9,670,77,14,s1783
10,684,2569,463,s1783
11,1187,18,8,s1783
12,1188,345,147,s1783
13,1357,2,2,s1783
14,1360,30,8,s1783
15,1373,114,24,s1783
16,1374,409,60,s1783
17,1376,87,46,s1783
18,1390,114,24,s1783
19,1457,819,186,s1783
20,1742,579,61,s1783
21,1743,765,65,s1783
22,1773,49,2,s1783
23,1777,13,7,s1783
24,1781,189,19,s1783
25,1783,1,1,s1783
26,1788,312,140,s1783
27,1976,6475,615,s1783
28,3067,359,86,s1783
29,3535,4693,561,s1783
30,3538,2305,774,s1783
31,3871,2566,713,s1783
32,3874,3173,686,s1783
33,4535,62,20,s1783
34,4536,2,2,s1783
35,4576,6,1,s1783
36,4580,12,3,s1783
37,4582,179,39,s1783
38,4617,69,9,s1783
39,4713,13,1,s1783
0,1886,116,4,s1789
1,1887,108,3,s1789
2,1889,23,4,s1789
3,1894,6,2,s1789
4,1895,5,1,s1789
5,1899,8,2,s1789
6,1903,4,1,s1789
7,1906,229,4,s1789
8,4574,35,4,s1789
9,4584,48,4,s1789
0,94,366,20,s1821
1,460,6,3,s1821
2,638,1,1,s1821
3,4706,2,1,s1821
0,94,208,21,s1822
0,81,2366,149,s1826
1,82,4031,201,s1826
2,84,2966,135,s1826
3,103,1018,84,s1826
4,105,29,10,s1826
5,139,1367,96,s1826
6,168,501,47,s1826
7,203,86,10,s1826
8,237,185,31,s1826
9,238,200,17,s1826
10,239,1459,108,s1826
11,522,2995,180,s1826
12,628,342,42,s1826
13,974,416,26,s1826
14,1428,2,2,s1826
15,1444,184,46,s1826
16,1457,260,58,s1826
17,1994,17,5,s1826
18,2601,486,29,s1826
19,3237,254,33,s1826
20,4390,10,6,s1826
21,4552,75,11,s1826
22,4558,492,32,s1826
23,4562,48,8,s1826
24,4569,18,6,s1826
25,4586,263,21,s1826
26,4589,40,7,s1826
27,4590,43,3,s1826
28,4596,2,1,s1826
29,4598,568,50,s1826
30,4620,306,22,s1826
31,4621,68,11,s1826
32,4622,3,1,s1826
0,92,675,61,s1832
1,124,53,21,s1832
2,444,75,11,s1832
3,635,14,1,s1832
4,1457,9,2,s1832
5,1912,772,60,s1832
6,2206,52,13,s1832
0,84,131,25,s1835
1,220,388,13,s1835
2,584,8,2,s1835
3,1146,8448,90,s1835
4,3677,5,3,s1835
5,4714,5,3,s1835
6,4715,4,1,s1835
7,4716,7,4,s1835
8,4717,4,3,s1835
0,4747,15,11,s1848
1,4748,48,23,s1848
2,4749,27,10,s1848
3,4750,13,8,s1848
4,4751,32,25,s1848
5,4752,38,19,s1848
6,4753,27,12,s1848
7,4754,46,22,s1848
8,4755,1,1,s1848
9,4757,11093,47,s1848
0,118,208,68,s1895
1,222,71,32,s1895
2,294,2656,108,s1895
3,299,173,24,s1895
4,301,1,1,s1895
5,305,7,5,s1895
6,309,5851,224,s1895
7,313,4,2,s1895
8,321,2545,226,s1895
9,322,371,58,s1895
10,325,1239,100,s1895
11,353,72,40,s1895
12,355,5033,85,s1895
13,357,264,71,s1895
14,361,560,44,s1895
15,4114,30643,509,s1895
16,4115,2317,217,s1895
17,4719,1969,99,s1895
18,4773,8,3,s1895
19,4774,8,4,s1895
0,4763,3,3,s1900
1,4764,32,18,s1900
2,4765,8,8,s1900
3,4766,7,7,s1900
4,4767,15,11,s1900
5,4768,10,10,s1900
6,4769,15,11,s1900
7,4770,7110,20,s1900
0,96,13051,534,s1933
1,141,1730,333,s1933
2,310,12684,418,s1933
3,361,66,38,s1933
4,487,22,7,s1933
5,512,1,1,s1933
6,523,209,81,s1933
7,584,459,88,s1933
8,1026,72,2,s1933
9,1469,205,70,s1933
10,1487,3,1,s1933
11,1499,324,66,s1933
12,1647,25,6,s1933
13,1662,3,1,s1933
14,1799,15,6,s1933
15,1853,77,34,s1933
16,2533,402,75,s1933
17,2828,2096,175,s1933
18,3395,445,217,s1933
19,3444,13619,417,s1933
20,3445,1437,189,s1933
21,3447,169,15,s1933
22,3448,2,2,s1933
23,3449,21,12,s1933
24,3474,11,4,s1933
25,3487,593,81,s1933
26,3489,133,91,s1933
27,3490,1537,380,s1933
28,3496,104,66,s1933
29,3511,949,108,s1933
30,3513,5,2,s1933
31,3592,44,12,s1933
32,3594,2,2,s1933
33,3595,18,13,s1933
34,3611,16,13,s1933
35,3615,1360,252,s1933
36,3617,753,188,s1933
37,3618,226,64,s1933
38,3619,498,133,s1933
39,3620,898,217,s1933
40,3623,53,6,s1933
41,3624,63,43,s1933
42,3629,11,4,s1933
43,3679,14,5,s1933
44,3733,227,22,s1933
45,3734,20,7,s1933
46,3735,1,1,s1933
47,3736,15,6,s1933
48,3810,11,2,s1933
49,3811,91,8,s1933
50,3812,145,30,s1933
51,3815,23,10,s1933
52,3816,10,5,s1933
53,3822,3,3,s1933
54,4108,240,49,s1933
55,4523,3,2,s1933
56,4813,786,122,s1933
0,91,5949,599,s1940
1,101,4523,613,s1940
2,107,57,47,s1940
3,179,328,157,s1940
4,222,54,36,s1940
5,342,257,173,s1940
6,368,468,206,s1940
7,460,11,10,s1940
8,1337,388,185,s1940
9,1561,2418,535,s1940
10,2042,48,11,s1940
11,3438,312,144,s1940
12,3521,1187,253,s1940
0,81,1134,181,s1944
1,747,1558,379,s1944
2,2108,4083,369,s1944
3,3185,9427,640,s1944
4,4573,18,9,s1944
5,5462,5,2,s1944
0,78,227,47,s1968
1,79,1601,28,s1968
2,81,198,41,s1968
3,102,50,8,s1968
4,133,4,1,s1968
5,146,2617,146,s1968
6,147,258,14,s1968
7,183,24,1,s1968
8,184,44,18,s1968
9,222,4,4,s1968
10,226,1,1,s1968
11,227,12,10,s1968
12,292,12,6,s1968
13,328,516,16,s1968
14,334,41,9,s1968
15,342,11,1,s1968
16,347,1,1,s1968
17,353,3,1,s1968
18,360,56,30,s1968
19,361,191,52,s1968
20,407,2275,83,s1968
21,408,510,36,s1968
22,476,20,4,s1968
23,479,1,1,s1968
24,503,5206,117,s1968
25,515,79,7,s1968
26,526,4,1,s1968
27,537,1,1,s1968
28,542,59,3,s1968
29,551,63,8,s1968
30,565,122,5,s1968
31,663,51,9,s1968
32,871,13,2,s1968
33,923,3,1,s1968
34,1361,15,2,s1968
35,1377,2,1,s1968
36,1437,19,3,s1968
37,1467,7,2,s1968
38,1488,94,19,s1968
39,1511,262,15,s1968
40,1515,1953,67,s1968
41,1647,111,27,s1968
42,1731,14,7,s1968
43,1736,3993,132,s1968
44,1781,109,4,s1968
45,1796,674,63,s1968
46,1799,257,71,s1968
47,1829,3,3,s1968
48,1841,9,5,s1968
49,1848,1230,181,s1968
50,1852,274,35,s1968
51,1853,75,22,s1968
52,1991,121,6,s1968
53,2001,6,4,s1968
54,2126,52,24,s1968
55,2134,37,7,s1968
56,2142,178,67,s1968
57,2168,17,2,s1968
58,2428,1,1,s1968
59,2963,65,1,s1968
60,2964,11,2,s1968
61,3132,579,120,s1968
62,3192,217,37,s1968
63,3194,26,22,s1968
64,3208,2,2,s1968
65,3260,1137,100,s1968
66,3616,6,3,s1968
67,3623,56,6,s1968
68,3704,1,1,s1968
69,3726,436,56,s1968
70,4143,177,49,s1968
71,4523,1,1,s1968
72,4619,594,74,s1968
73,4912,528,32,s1968
74,4913,837,100,s1968
75,4925,90,31,s1968
76,4941,33,17,s1968
77,4942,6,3,s1968
78,4945,2486,153,s1968
79,4946,6,6,s1968
80,4947,2,2,s1968
81,4949,723,70,s1968
82,4970,159,21,s1968
83,4971,2,2,s1968
84,4972,174,36,s1968
85,4974,542,78,s1968
86,4975,2,2,s1968
87,4977,276,75,s1968
88,4978,1,1,s1968
89,4979,604,70,s1968
90,4980,36,11,s1968
91,4981,22,3,s1968
92,4982,96,48,s1968
93,4983,60,9,s1968
94,4984,45,3,s1968
95,4985,80,13,s1968
96,4986,33,3,s1968
97,4989,364,59,s1968
98,4990,28,6,s1968
99,4991,11,2,s1968
100,4994,84,17,s1968
101,4995,23,5,s1968
102,4996,9,5,s1968
103,4997,4,2,s1968
104,4998,257,33,s1968
105,4999,113,6,s1968
106,5001,35,12,s1968
107,5002,353,36,s1968
108,5003,19,2,s1968
109,5005,796,45,s1968
110,5006,23,12,s1968
111,5007,2,1,s1968
112,5008,9,4,s1968
113,5009,29,4,s1968
114,5010,5,4,s1968
115,5011,67,20,s1968
116,5012,3,3,s1968
117,5013,27,10,s1968
118,5014,17,8,s1968
119,5018,89,12,s1968
120,5019,50,8,s1968
121,5020,16,9,s1968
122,5021,2,1,s1968
123,5022,1,1,s1968
124,5023,79,14,s1968
125,5024,31,4,s1968
126,5085,17,5,s1968
127,5086,3,1,s1968
128,5171,4442,48,s1968
129,5172,120,14,s1968
130,5173,147,14,s1968
131,5174,16,11,s1968
132,5175,8,3,s1968
133,5176,3,2,s1968
134,5177,20,5,s1968
135,5178,4,3,s1968
136,5249,5,1,s1968
137,5250,127,12,s1968
0,78,178,13,s1970
1,81,12,3,s1970
2,82,180,11,s1970
3,102,49,16,s1970
4,515,17,4,s1970
5,1586,35,11,s1970
6,1637,29,11,s1970
0,118,287,95,s1972
1,294,5487,217,s1972
2,299,241,35,s1972
3,305,8,6,s1972
4,309,11352,460,s1972
5,321,6617,499,s1972
6,325,2434,201,s1972
7,353,110,58,s1972
8,355,10173,169,s1972
9,357,419,122,s1972
10,361,861,69,s1972
11,4114,69994,1040,s1972
12,4773,8,3,s1972
13,4774,9,5,s1972
0,95,58,10,s1981
1,461,4,3,s1981
2,532,58,13,s1981
3,1384,8,3,s1981
4,1395,2,2,s1981
5,1743,365,20,s1981
6,2451,3,2,s1981
7,3796,1,1,s1981
8,4909,1,1,s1981
0,81,2,2,s1982
1,94,8,3,s1982
2,747,929,45,s1982
3,1402,1079,60,s1982
4,7191,182,32,s1982
0,118,21,12,s1983
1,294,1,1,s1983
2,309,599,23,s1983
3,321,2763,125,s1983
4,325,64,5,s1983
5,353,51,28,s1983
6,357,6,3,s1983
7,361,513,38,s1983
8,4114,13982,179,s1983
0,70,6,2,s1986
0,118,36,18,s1988
1,294,2758,103,s1988
2,299,73,10,s1988
3,305,2,2,s1988
4,309,3513,146,s1988
5,321,280,62,s1988
6,325,1083,87,s1988
7,355,5157,99,s1988
8,357,185,56,s1988
9,361,35,6,s1988
10,4114,4878,155,s1988
0,59,53,21,s1989
1,74,7,3,s1989
2,81,1,1,s1989
3,84,5,3,s1989
4,164,1,1,s1989
5,461,30,14,s1989
6,515,14,11,s1989
7,1457,21,14,s1989
8,1802,1,1,s1989
9,3208,2,1,s1989
0,81,506,147,s1990
1,82,7257,961,s1990
2,84,5932,644,s1990
3,96,21,13,s1990
4,101,1225,386,s1990
5,103,18,12,s1990
6,124,1386,428,s1990
7,422,280,131,s1990
8,427,53,18,s1990
9,434,150,45,s1990
10,438,1241,205,s1990
11,444,5068,500,s1990
12,448,47,30,s1990
13,523,7,7,s1990
14,1034,141,99,s1990
15,1397,3,3,s1990
16,1647,677,337,s1990
17,1807,5358,700,s1990
18,1852,40,35,s1990
19,1854,42,21,s1990
20,1887,452,301,s1990
21,2071,13,5,s1990
22,2072,30,12,s1990
23,2074,1,1,s1990
24,2418,1,1,s1990
25,3072,18,14,s1990
26,3286,95,29,s1990
27,4987,763,101,s1990
0,81,74,12,s2030
1,82,2220,46,s2030
2,84,39,10,s2030
3,101,1125,41,s2030
4,103,475,47,s2030
5,119,9,2,s2030
6,124,61,11,s2030
7,131,411,26,s2030
8,438,2,1,s2030
9,440,4,1,s2030
10,442,60,9,s2030
11,444,36,12,s2030
12,446,132,14,s2030
13,450,22,6,s2030
14,515,1,1,s2030
15,1162,9,9,s2030
16,1824,13,4,s2030
17,1852,4,3,s2030
18,2013,1,1,s2030
19,2417,2,2,s2030
0,1886,35,3,s2043
1,1887,13,4,s2043
2,1899,762,4,s2043
3,1906,1,1,s2043
4,4574,89,4,s2043
0,1886,25,4,s2044
1,1887,12,3,s2044
2,1899,726,4,s2044
3,1906,13,4,s2044
4,4574,124,4,s2044
0,118,272,97,s2048
1,294,2771,100,s2048
2,299,140,19,s2048
3,301,88,25,s2048
4,305,2,2,s2048
5,309,5829,267,s2048
6,313,9,2,s2048
7,317,9759,183,s2048
8,321,5017,368,s2048
9,325,1121,97,s2048
10,353,246,115,s2048
11,355,5405,152,s2048
12,357,4473,241,s2048
13,361,522,43,s2048
14,1853,66,4,s2048
15,4114,36673,682,s2048
16,4773,3,1,s2048
17,4774,4,3,s2048
0,81,1552,177,s2052
1,82,1120,163,s2052
2,91,1819,175,s2052
3,101,273,93,s2052
4,2546,636,171,s2052
0,59,246,143,s2055
1,60,1,1,s2055
2,61,23,20,s2055
3,66,11,10,s2055
4,69,4,4,s2055
5,70,6,5,s2055
6,72,19,17,s2055
7,73,142,83,s2055
8,74,19,12,s2055
9,75,47,41,s2055
10,77,1,1,s2055
11,79,41,21,s2055
12,80,7,5,s2055
13,82,264,132,s2055
14,84,3,3,s2055
15,91,1,1,s2055
16,101,379,207,s2055
17,102,4,4,s2055
18,115,1,1,s2055
19,116,9,8,s2055
20,117,34,24,s2055
21,133,12,12,s2055
22,199,2,2,s2055
23,201,1,1,s2055
24,342,57,46,s2055
25,515,738,252,s2055
26,554,3,3,s2055
27,564,40,24,s2055
28,597,44,37,s2055
29,636,753,266,s2055
30,637,3,3,s2055
31,642,21,20,s2055
32,760,20,17,s2055
33,1138,4,3,s2055
34,1145,9,9,s2055
35,1609,13,12,s2055
36,2843,16,13,s2055
37,4183,2,2,s2055
0,118,88,22,s2064
1,222,221,64,s2064
2,294,81,2,s2064
3,301,66,21,s2064
4,309,65,21,s2064
5,313,8,1,s2064
6,317,9866,182,s2064
7,321,301,43,s2064
8,353,121,54,s2064
9,355,238,41,s2064
10,357,4277,164,s2064
11,1853,66,4,s2064
12,4114,3000,159,s2064
13,4774,2,1,s2064
0,82,1232,108,s2070
1,95,22,6,s2070
2,102,6,5,s2070
3,222,36,17,s2070
4,428,210,17,s2070
5,430,25,6,s2070
6,502,1,1,s2070
7,503,20,7,s2070
8,538,7,2,s2070
9,543,2,1,s2070
10,545,7,2,s2070
11,747,387,30,s2070
12,1124,12,4,s2070
13,1453,14,7,s2070
14,1591,3,2,s2070
15,1853,17,3,s2070
16,2562,12382,144,s2070
17,2805,1,1,s2070
18,3578,2,2,s2070
19,3620,12,5,s2070
20,5333,2,1,s2070
0,1886,999,22,s2074
1,1887,783,27,s2074
2,1889,85,19,s2074
3,1894,10,3,s2074
4,1897,7,5,s2074
5,1899,3388,27,s2074
6,1906,35,12,s2074
7,4574,768,22,s2074
0,82,9266,747,s2083
1,84,212,78,s2083
2,101,1127,403,s2083
3,147,182,97,s2083
4,148,35,20,s2083
5,220,137,53,s2083
6,342,23,20,s2083
7,428,13,7,s2083
8,429,2710,268,s2083
9,436,1,1,s2083
10,463,61,14,s2083
11,474,120,35,s2083
12,499,106,68,s2083
13,503,153,62,s2083
14,512,15,12,s2083
15,522,114,57,s2083
16,584,1,1,s2083
17,986,8,7,s2083
18,1591,2904,486,s2083
19,1742,503,117,s2083
20,1829,6,4,s2083
21,1853,15,6,s2083
22,2089,2,1,s2083
23,2168,3,3,s2083
24,2530,1,1,s2083
25,2532,1,1,s2083
26,2546,165,88,s2083
27,2568,8,7,s2083
28,2800,634,129,s2083
29,3208,206,90,s2083
30,3239,13,6,s2083
31,3251,26,7,s2083
32,3443,826,115,s2083
33,3521,1,1,s2083
34,3522,18,11,s2083
35,3535,3280,224,s2083
36,3820,19,7,s2083
37,3843,92,30,s2083
38,3957,2,1,s2083
39,4998,16,9,s2083
40,5214,39,21,s2083
41,8704,2,2,s2083
42,9226,2125,500,s2083
43,9508,309,148,s2083
0,1886,321,7,s2084
1,1887,31,12,s2084
2,1889,9,5,s2084
3,1894,2,2,s2084
4,1897,6,3,s2084
5,1899,1790,12,s2084
6,1903,4,1,s2084
7,1906,57,5,s2084
8,4574,480,11,s2084
0,91,16,4,s2088
1,101,306,67,s2088
2,102,23,10,s2088
3,107,34,25,s2088
4,300,1695,85,s2088
5,342,7,4,s2088
6,368,153,22,s2088
7,1337,9,5,s2088
8,1561,442,42,s2088
9,2042,99,20,s2088
10,2952,2,1,s2088
11,3438,63,24,s2088
12,3521,1,1,s2088
0,59,615,128,s2091
1,60,6,3,s2091
2,66,60,21,s2091
3,69,1,1,s2091
4,70,149,52,s2091
5,72,462,101,s2091
6,73,142,76,s2091
7,74,349,57,s2091
8,79,77,26,s2091
9,80,38,24,s2091
10,84,945,146,s2091
11,92,142,38,s2091
12,99,24,4,s2091
13,105,52,21,s2091
14,115,6,3,s2091
15,116,26,9,s2091
16,117,198,90,s2091
17,124,1025,175,s2091
18,187,314,117,s2091
19,515,24,15,s2091
20,602,599,160,s2091
21,621,198,86,s2091
22,1636,259,181,s2091
23,2472,8,5,s2091
24,2779,191,101,s2091
25,3438,2086,200,s2091
26,4709,4,3,s2091
0,63,2,2,s2112
1,66,6,4,s2112
2,70,7,4,s2112
3,72,12,9,s2112
4,73,214,124,s2112
5,79,3,3,s2112
6,81,9234,2593,s2112
7,88,2351,231,s2112
8,101,329,216,s2112
9,102,86,55,s2112
10,105,145015,6006,s2112
11,117,5,3,s2112
12,132,7852,720,s2112
13,142,1014,398,s2112
14,175,30,14,s2112
15,212,8,2,s2112
16,217,1,1,s2112
17,221,2,2,s2112
18,228,12,6,s2112
19,342,2,2,s2112
20,403,4987,1677,s2112
21,418,15,11,s2112
22,424,241,112,s2112
23,428,22458,2280,s2112
24,429,352,150,s2112
25,435,273,172,s2112
26,442,35,16,s2112
27,448,723,323,s2112
28,460,32,29,s2112
29,503,884,402,s2112
30,508,136,53,s2112
31,623,1,1,s2112
32,638,1,1,s2112
33,766,95,15,s2112
34,978,7,4,s2112
35,982,69,51,s2112
36,1034,146,138,s2112
37,1036,7,7,s2112
38,1406,2,2,s2112
39,1459,3,2,s2112
40,1560,3,3,s2112
41,1576,30,15,s2112
42,1579,1457,319,s2112
43,1591,578,369,s2112
44,1647,115,76,s2112
45,1936,251,42,s2112
46,1947,187,57,s2112
47,1961,4,2,s2112
48,1968,3,1,s2112
49,1973,14,5,s2112
50,1974,3907,843,s2112
51,1978,1,1,s2112
52,2051,6717,637,s2112
53,2142,180,99,s2112
54,2163,43,7,s2112
55,2386,3221,664,s2112
56,2418,254,193,s2112
57,2490,24,16,s2112
58,2515,2017,1563,s2112
59,2540,148,93,s2112
60,2543,1451,719,s2112
61,2546,52,34,s2112
62,2605,66,32,s2112
63,3073,1,1,s2112
64,3201,515,260,s2112
65,3232,2,1,s2112
66,3268,2,2,s2112
67,3323,20,9,s2112
68,3410,1,1,s2112
69,3726,65,30,s2112
70,4519,9,6,s2112
71,4520,33,24,s2112
72,4534,9,5,s2112
73,4573,62110,4445,s2112
74,4938,11,10,s2112
75,5335,38,29,s2112
76,5336,57,27,s2112
77,5347,23147,2004,s2112
78,5367,1039,295,s2112
79,6011,16,13,s2112
0,91,7447,591,s2120
1,101,3499,498,s2120
2,107,19,16,s2120
3,179,379,91,s2120
4,342,258,104,s2120
5,368,335,106,s2120
6,1337,16,6,s2120
7,1561,2914,396,s2120
8,2042,135,24,s2120
9,3417,7,3,s2120
10,3438,538,165,s2120
11,3521,453,100,s2120
0,1886,410,11,s2121
1,1887,43,14,s2121
2,1889,16,8,s2121
3,1894,4,4,s2121
4,1897,5,4,s2121
5,1899,1931,13,s2121
6,1906,19,9,s2121
7,4574,722,11,s2121
0,1886,124,5,s2122
1,1887,17,6,s2122
2,1889,15,4,s2122
3,1894,4,2,s2122
4,1897,1,1,s2122
5,1899,773,6,s2122
6,1906,6,3,s2122
7,4574,410,6,s2122
0,1886,256,4,s2123
1,1887,17,6,s2123
2,1899,882,6,s2123
3,1906,2,2,s2123
4,4574,193,5,s2123
0,59,102,41,s2130
1,80,3,1,s2130
2,82,5,4,s2130
3,84,119,47,s2130
4,92,157,45,s2130
5,105,41,24,s2130
6,237,6,5,s2130
7,515,694,89,s2130
8,602,2,1,s2130
9,605,2,2,s2130
10,635,32,14,s2130
11,1457,186,58,s2130
12,5244,1,1,s2130
0,59,126,45,s2131
1,84,62,31,s2131
2,92,77,29,s2131
3,105,41,24,s2131
4,515,271,58,s2131
5,635,96,38,s2131
6,1457,221,57,s2131
7,5244,6,6,s2131
0,1883,34,1,s2152
1,1886,359,17,s2152
2,1887,478,19,s2152
3,1889,33,13,s2152
4,1894,3,2,s2152
5,1897,4,2,s2152
6,1899,3344,19,s2152
7,1906,5,5,s2152
8,4574,15,4,s2152
0,1886,1933,19,s2153
1,1887,524,19,s2153
2,1889,8,5,s2153
3,1899,1795,19,s2153
4,1906,1,1,s2153
5,4574,14,7,s2153
0,92,369,45,s2159
1,147,67,13,s2159
2,179,111,35,s2159
3,340,489,43,s2159
4,361,116,25,s2159
5,533,21,8,s2159
6,1146,76,21,s2159
7,2371,113,20,s2159
8,3385,23,7,s2159
9,3438,65,14,s2159
0,81,152,45,s2162
1,84,527,78,s2162
2,110,1,1,s2162
3,111,19,13,s2162
4,113,32,20,s2162
5,141,196,38,s2162
6,147,2,2,s2162
7,184,1,1,s2162
8,1357,3,3,s2162
9,1368,41,13,s2162
10,1369,5,2,s2162
11,1373,3,2,s2162
12,1374,7,3,s2162
13,1378,2,2,s2162
14,1381,3,3,s2162
15,1384,11,7,s2162
16,1387,1,1,s2162
17,1389,2,2,s2162
18,1390,76,35,s2162
19,1397,23,12,s2162
20,1601,4,3,s2162
21,1647,20,16,s2162
22,1703,69,30,s2162
23,1742,6,6,s2162
24,1743,59,19,s2162
25,1766,106,21,s2162
26,1769,18,3,s2162
27,1788,5,3,s2162
28,1795,1,1,s2162
29,1797,3,1,s2162
30,1798,1,1,s2162
31,1801,167,30,s2162
32,1802,87,29,s2162
33,1827,59,47,s2162
34,1858,306,24,s2162
35,1924,27,12,s2162
36,2168,21,17,s2162
37,2451,119,29,s2162
38,2452,779,87,s2162
39,2453,29,15,s2162
40,2454,108,31,s2162
0,84,78,6,s2170
1,102,2,1,s2170
2,105,9,5,s2170
3,175,6,2,s2170
4,184,82,11,s2170
5,460,1,1,s2170
6,515,58,5,s2170
7,756,1,1,s2170
8,813,36,4,s2170
9,982,23,7,s2170
10,1146,97,9,s2170
11,1160,26,3,s2170
12,1455,46,8,s2170
13,3385,107,8,s2170
14,4963,3,1,s2170
0,84,376,19,s2172
1,91,4,1,s2172
2,105,11,2,s2172
3,184,48,5,s2172
4,460,3,1,s2172
5,515,20,1,s2172
6,813,45,5,s2172
7,982,19,5,s2172
8,1146,24,1,s2172
9,3385,25,4,s2172
0,81,425,108,s2180
1,82,123,45,s2180
2,84,538,92,s2180
3,105,140,41,s2180
4,124,844,153,s2180
5,143,137,45,s2180
6,147,14,4,s2180
7,183,31,5,s2180
8,237,76,26,s2180
9,239,454,92,s2180
10,242,135,36,s2180
11,1191,280,49,s2180
12,2168,33,16,s2180
13,2232,61,24,s2180
14,2513,1172,176,s2180
15,3435,537,109,s2180
0,81,1064,159,s2190
1,82,66,23,s2190
2,84,1136,111,s2190
3,105,126,34,s2190
4,124,542,133,s2190
5,143,200,48,s2190
6,147,5,2,s2190
7,175,4,1,s2190
8,237,19,8,s2190
9,239,76,31,s2190
10,242,1204,113,s2190
11,795,2,1,s2190
12,1191,6,3,s2190
13,2168,18,7,s2190
14,2232,10,6,s2190
15,2513,455,74,s2190
16,3435,67,26,s2190
0,81,435,132,s2194
1,82,34,14,s2194
2,84,1279,139,s2194
3,105,42,21,s2194
4,124,311,100,s2194
5,143,149,52,s2194
6,147,9,7,s2194
7,183,2,1,s2194
8,237,358,72,s2194
9,239,670,121,s2194
10,242,10,7,s2194
11,982,50,23,s2194
12,1191,79,16,s2194
13,1456,13,1,s2194
14,2168,46,25,s2194
15,2513,1042,152,s2194
16,3435,471,100,s2194
0,84,17,4,s2200
1,91,2,2,s2200
2,124,49,12,s2200
3,237,1091,76,s2200
4,239,1,1,s2200
5,403,740,36,s2200
6,427,3,2,s2200
7,434,2,1,s2200
8,515,4,2,s2200
9,635,484,72,s2200
10,642,2,1,s2200
11,1442,5,2,s2200
12,1457,1278,80,s2200
13,1607,7,2,s2200
14,1805,57,15,s2200
15,2375,1,1,s2200
16,2563,4,3,s2200
17,2620,5,3,s2200
18,3099,4,2,s2200
19,3286,5,4,s2200
20,3297,1,1,s2200
21,3298,1,1,s2200
22,3549,5,3,s2200
23,4905,2,1,s2200
0,79,6,3,s2208
1,81,108,42,s2208
2,82,275,66,s2208
3,84,2,2,s2208
4,101,483,73,s2208
5,110,54,8,s2208
6,111,17,6,s2208
7,113,4,3,s2208
8,133,1,1,s2208
9,147,1,1,s2208
10,395,1,1,s2208
11,403,31,22,s2208
12,503,616,73,s2208
13,515,1,1,s2208
14,532,1,1,s2208
15,1368,2,1,s2208
16,1374,42,10,s2208
17,1385,12,4,s2208
18,1389,1,1,s2208
19,1390,1,1,s2208
20,1601,2,2,s2208
21,1742,7,3,s2208
22,1743,10,6,s2208
23,1775,5,1,s2208
24,1788,146,37,s2208
25,2451,6,3,s2208
26,2659,4,1,s2208
27,2970,2,2,s2208
28,3796,34,7,s2208
0,81,120,48,s2211
1,82,70,32,s2211
2,84,1039,99,s2211
3,105,23,18,s2211
4,124,470,110,s2211
5,143,43,19,s2211
6,147,1,1,s2211
7,237,150,26,s2211
8,239,508,123,s2211
9,242,132,39,s2211
10,795,10,3,s2211
11,982,66,28,s2211
12,1191,26,4,s2211
13,2168,6,3,s2211
14,2513,1878,174,s2211
15,3435,458,91,s2211
0,84,32,18,s2221
1,105,107,27,s2221
2,119,30,9,s2221
3,124,298,74,s2221
4,237,15,9,s2221
5,239,2,2,s2221
6,242,12,5,s2221
7,403,155,56,s2221
8,427,47,25,s2221
9,434,4,2,s2221
10,461,16,6,s2221
11,503,2,2,s2221
12,515,2,2,s2221
13,521,2,2,s2221
14,635,66,26,s2221
15,687,10,7,s2221
16,1457,163,58,s2221
17,2013,1,1,s2221
18,3286,37,14,s2221
19,3514,1,1,s2221
20,3549,5,3,s2221
21,3644,1,1,s2221
22,4906,2,1,s2221
0,80,29,14,s2236
1,81,7,5,s2236
2,84,55,18,s2236
3,94,5,4,s2236
4,103,14,12,s2236
5,107,13,12,s2236
6,118,9,8,s2236
7,119,12,10,s2236
8,142,24,14,s2236
9,147,23,14,s2236
10,179,30,15,s2236
11,187,13,10,s2236
12,243,11,8,s2236
13,287,18,13,s2236
14,342,5,5,s2236
15,600,24,18,s2236
16,602,15,10,s2236
17,605,13,13,s2236
18,627,15,11,s2236
19,628,18,13,s2236
20,629,14,12,s2236
21,630,8,8,s2236
22,631,12,9,s2236
23,632,18,13,s2236
24,638,9,8,s2236
25,982,29,18,s2236
26,1403,3,3,s2236
27,1432,7,5,s2236
28,1442,7,5,s2236
29,1647,3,3,s2236
30,1648,19,16,s2236
31,1703,32,17,s2236
