,Label ID,Num Annotations,Num Images,Source ID
13,237,5360,1723,s2616
14,238,8,3,s2616
15,239,477,346,s2616
16,242,287,171,s2616
17,403,5,5,s2616
18,422,4,4,s2616
19,423,3,1,s2616
20,426,1,1,s2616
21,428,2,2,s2616
22,435,74,59,s2616
23,461,2481,937,s2616
24,503,114,90,s2616
25,625,6057,1582,s2616
26,635,4706,2086,s2616
27,1164,6,5,s2616
28,1175,1026,480,s2616
29,1337,3389,1749,s2616
30,1430,1326,592,s2616
31,1431,3,2,s2616
32,1457,962,477,s2616
33,1591,3,3,s2616
34,1647,5,5,s2616
35,1827,1866,1483,s2616
36,1829,232,194,s2616
37,1868,112,91,s2616
38,2482,30,28,s2616
39,2513,34207,4698,s2616
40,2514,1077,794,s2616
41,2541,1,1,s2616
42,2543,69,59,s2616
43,2562,2,2,s2616
44,3095,3,2,s2616
45,3099,5054,1889,s2616
46,3209,7,7,s2616
47,3459,745,334,s2616
48,3930,1,1,s2616
49,4302,567,170,s2616
50,4573,115,56,s2616
51,5827,16,14,s2616
52,5829,133,72,s2616
0,80,5,1,s2655
1,82,148,45,s2655
2,84,29,12,s2655
3,91,160,30,s2655
4,101,1716,138,s2655
5,102,44,19,s2655
6,222,10,3,s2655
7,227,7,6,s2655
8,300,26,9,s2655
9,353,6,5,s2655
10,357,9,4,s2655
11,429,1,1,s2655
12,460,6,3,s2655
13,522,32,11,s2655
14,961,10,8,s2655
15,1146,80,35,s2655
16,2114,91,42,s2655
17,2532,9,6,s2655
18,2847,26,4,s2655
19,3484,72,16,s2655
20,3842,1,1,s2655
21,4180,3,1,s2655
22,4327,14,14,s2655
23,4706,10,6,s2655
24,4812,95,39,s2655
25,5741,150,87,s2655
0,312,14,4,s2667
1,322,5,4,s2667
2,342,3,1,s2667
3,523,104,10,s2667
4,549,12,2,s2667
5,572,11,3,s2667
6,584,48,5,s2667
7,640,43,3,s2667
8,756,63,6,s2667
9,797,22,3,s2667
10,1064,53,13,s2667
11,1146,17,7,s2667
12,1150,9,2,s2667
13,1697,18,7,s2667
14,2153,5,3,s2667
15,3453,46,26,s2667
16,4115,115,16,s2667
17,5906,260,17,s2667
18,5908,1,1,s2667
19,5910,1,1,s2667
0,82,5318,89,s2672
1,89,1798,61,s2672
2,98,3,3,s2672
3,101,96,21,s2672
4,105,67,6,s2672
5,142,87,10,s2672
6,222,15,10,s2672
7,342,63,12,s2672
8,438,7,5,s2672
9,441,10,2,s2672
10,444,1265,50,s2672
11,446,72,12,s2672
12,451,7,4,s2672
13,460,12,3,s2672
14,527,1,1,s2672
15,1145,2,2,s2672
16,1827,27,5,s2672
17,5306,230,41,s2672
0,81,8,5,s2682
1,82,5320,531,s2682
2,84,4095,411,s2682
3,96,10,6,s2682
4,101,160,88,s2682
5,103,83,44,s2682
6,124,426,161,s2682
7,133,1,1,s2682
8,142,16,7,s2682
9,422,434,171,s2682
10,427,11,3,s2682
11,434,1239,117,s2682
12,438,554,117,s2682
13,444,1217,233,s2682
14,448,20,10,s2682
15,523,4,4,s2682
16,684,4,4,s2682
17,1034,108,66,s2682
18,1397,4,3,s2682
19,1647,659,289,s2682
20,1807,1517,235,s2682
21,1828,4,2,s2682
22,1832,2,2,s2682
23,1854,1,1,s2682
24,1887,53,47,s2682
25,2071,69,22,s2682
26,2072,13,9,s2682
27,2418,2,2,s2682
28,3072,15,10,s2682
29,3203,17,13,s2682
30,3286,807,100,s2682
31,4987,2,1,s2682
0,747,4,1,s2694
1,1638,4,1,s2694
2,2108,17,1,s2694
0,73,2,2,s2707
1,88,286,49,s2707
2,101,20,17,s2707
3,139,31,22,s2707
4,222,8,6,s2707
5,503,1,1,s2707
6,515,5,3,s2707
7,564,88,38,s2707
8,633,3,2,s2707
9,1457,1,1,s2707
10,1827,7,7,s2707
11,2545,1,1,s2707
12,3346,21,14,s2707
13,3525,1,1,s2707
14,5954,20,14,s2707
15,5955,2,2,s2707
16,5957,2,2,s2707
17,5958,1,1,s2707
0,81,157,93,s2715
1,82,24118,1106,s2715
2,84,545,158,s2715
3,101,716,388,s2715
4,103,37,36,s2715
5,131,833,219,s2715
6,133,2,2,s2715
7,180,90,85,s2715
8,438,124,62,s2715
9,440,110,59,s2715
10,441,5,5,s2715
11,442,24,18,s2715
12,444,7,3,s2715
13,450,146,52,s2715
14,1034,1,1,s2715
15,1325,6,2,s2715
16,1852,2,2,s2715
17,1866,1,1,s2715
18,2185,259,118,s2715
19,2186,1,1,s2715
20,2193,29,26,s2715
21,2194,7,6,s2715
22,2201,56,30,s2715
23,2209,1,1,s2715
24,2217,406,169,s2715
25,2220,2,2,s2715
26,2498,2,1,s2715
27,3407,13,8,s2715
0,81,1,1,s2716
1,82,23344,1087,s2716
2,84,2666,804,s2716
3,96,2,2,s2716
4,101,311,221,s2716
5,103,5,4,s2716
6,131,280,176,s2716
7,133,2,2,s2716
8,180,4,2,s2716
9,220,23,16,s2716
10,427,1,1,s2716
11,439,1,1,s2716
12,440,15,7,s2716
13,441,4,4,s2716
14,442,3,2,s2716
15,444,12,9,s2716
16,448,1,1,s2716
17,450,95,44,s2716
18,1323,1,1,s2716
19,1325,2,2,s2716
20,1330,8,7,s2716
21,1331,69,63,s2716
22,1791,3,1,s2716
23,1852,1,1,s2716
24,1869,176,114,s2716
25,1933,1,1,s2716
26,2185,3,3,s2716
27,2193,16,12,s2716
28,2201,21,11,s2716
29,2217,2,2,s2716
30,2220,101,75,s2716
31,4404,1,1,s2716
0,68,10,8,s2720
1,80,16,7,s2720
2,81,5,4,s2720
3,82,2,2,s2720
4,84,14,11,s2720
5,101,7,5,s2720
6,119,4,1,s2720
7,124,46,24,s2720
8,150,23,13,s2720
9,171,41,20,s2720
10,342,5,2,s2720
11,600,52,21,s2720
12,1325,5,4,s2720
13,1412,82,34,s2720
14,2347,12,5,s2720
15,5064,5,4,s2720
0,557,318,89,s2722
1,1475,29,21,s2722
2,1477,483,105,s2722
3,1499,214,39,s2722
4,1635,2,2,s2722
5,1647,328,92,s2722
6,1814,9,4,s2722
7,2126,7,6,s2722
8,3522,374,91,s2722
9,5522,104,43,s2722
10,5779,868,148,s2722
11,5961,1746,155,s2722
12,5962,199,93,s2722
13,5963,33,25,s2722
14,5964,5,5,s2722
15,5965,6,6,s2722
0,73,1,1,s2733
1,84,5,2,s2733
2,88,650,50,s2733
3,101,123,25,s2733
4,515,3,2,s2733
5,1133,190,28,s2733
6,1827,22,19,s2733
7,1911,1,1,s2733
8,4573,5,1,s2733
0,72,5,1,s2744
1,73,70,36,s2744
2,79,1,1,s2744
3,81,14515,1852,s2744
4,84,18164,1545,s2744
5,88,1852,217,s2744
6,101,179,122,s2744
7,102,15,11,s2744
8,105,25931,2047,s2744
9,129,4,2,s2744
10,132,4626,443,s2744
11,142,256,92,s2744
12,175,26,22,s2744
13,203,109,40,s2744
14,217,1,1,s2744
15,342,2,2,s2744
16,361,1,1,s2744
17,403,1366,465,s2744
18,424,337,129,s2744
19,428,7437,911,s2744
20,429,59,29,s2744
21,435,6,6,s2744
22,442,19,3,s2744
23,448,86,51,s2744
24,460,14,13,s2744
25,503,394,183,s2744
26,508,43,28,s2744
27,602,2,1,s2744
28,766,333,102,s2744
29,978,1,1,s2744
30,1034,4,4,s2744
31,1457,4442,1070,s2744
32,1576,16,2,s2744
33,1579,502,90,s2744
34,1591,161,137,s2744
35,1647,411,279,s2744
36,1854,4,4,s2744
37,1918,2,1,s2744
38,1927,54,48,s2744
39,1932,99,35,s2744
40,1936,13,2,s2744
41,1946,1,1,s2744
42,1947,303,65,s2744
43,1961,18,5,s2744
44,1974,2231,417,s2744
45,1978,1,1,s2744
46,2051,2113,258,s2744
47,2142,97,57,s2744
48,2163,1820,343,s2744
49,2178,1,1,s2744
50,2386,1293,339,s2744
51,2418,12,11,s2744
52,2490,1,1,s2744
53,2497,1,1,s2744
54,2515,104,66,s2744
55,2540,7,4,s2744
56,2543,578,300,s2744
57,2546,6,5,s2744
58,2605,79,20,s2744
59,3127,2,1,s2744
60,3201,18,12,s2744
61,3268,2,1,s2744
62,3323,9,1,s2744
63,3410,1,1,s2744
64,3726,26,8,s2744
65,4494,1,1,s2744
66,4519,37,21,s2744
67,4520,7,5,s2744
68,4534,3,1,s2744
69,4566,56,27,s2744
70,4573,1946,261,s2744
71,4593,176,67,s2744
72,4938,76,26,s2744
73,5335,41,23,s2744
74,5336,197,72,s2744
75,5340,12435,1036,s2744
76,5347,4487,581,s2744
77,5367,196,98,s2744
78,6011,6,3,s2744
0,73,18,5,s2747
1,84,41,15,s2747
2,88,180,41,s2747
3,101,139,30,s2747
4,102,8,3,s2747
5,515,175,33,s2747
6,633,1,1,s2747
7,1061,2,1,s2747
8,1133,159,26,s2747
9,1827,21,18,s2747
10,1911,21,4,s2747
11,3374,1,1,s2747
12,4927,234,40,s2747
0,80,43,9,s2751
1,81,7,2,s2751
2,91,52,11,s2751
3,105,69,11,s2751
4,3186,69,12,s2751
0,80,21,7,s2757
1,84,5,3,s2757
2,92,55,31,s2757
3,105,232,47,s2757
4,107,8,6,s2757
5,119,4,4,s2757
6,142,150,40,s2757
7,187,124,22,s2757
8,204,97,20,s2757
9,221,84,21,s2757
10,222,76,36,s2757
11,236,77,22,s2757
12,237,83,14,s2757
13,515,89,19,s2757
14,524,10,4,s2757
15,549,16,8,s2757
16,602,97,21,s2757
17,628,67,13,s2757
18,629,24,14,s2757
19,630,28,10,s2757
20,982,1,1,s2757
21,1407,121,21,s2757
22,1649,1,1,s2757
23,2515,19,16,s2757
24,3470,11,6,s2757
0,59,1014,445,s2759
1,61,37,24,s2759
2,62,37,20,s2759
3,66,6,5,s2759
4,69,10,8,s2759
5,70,29,22,s2759
6,71,1,1,s2759
7,72,50,38,s2759
8,73,401,181,s2759
9,74,29,26,s2759
10,75,72,60,s2759
11,79,60,37,s2759
12,80,10,8,s2759
13,84,4,4,s2759
14,99,6,4,s2759
15,101,809,401,s2759
16,102,8,7,s2759
17,103,2,2,s2759
18,105,5,3,s2759
19,115,21,16,s2759
20,116,35,30,s2759
21,117,54,44,s2759
22,118,1,1,s2759
23,133,39,32,s2759
24,145,1,1,s2759
25,194,1,1,s2759
26,200,6,3,s2759
27,342,69,58,s2759
28,344,2,2,s2759
29,347,1,1,s2759
30,350,1,1,s2759
31,515,1888,563,s2759
32,554,15,12,s2759
33,597,132,110,s2759
34,607,2,1,s2759
35,623,2,2,s2759
36,634,2,2,s2759
37,636,811,366,s2759
38,642,346,241,s2759
39,760,42,30,s2759
40,1138,5,5,s2759
41,1145,23,21,s2759
42,2843,10,10,s2759
43,4183,1,1,s2759
0,101,428,33,s2762
1,222,1887,59,s2762
2,474,3062,34,s2762
3,3542,4618,25,s2762
4,6096,91,3,s2762
5,6097,14,3,s2762
6,6123,33,4,s2762
7,6124,244,12,s2762
8,6125,37,7,s2762
9,6126,8,2,s2762
10,6127,3,1,s2762
11,6128,14,6,s2762
12,6129,112,2,s2762
13,6130,1,1,s2762
14,6131,108,29,s2762
15,6132,174,45,s2762
16,6133,3,3,s2762
17,6134,1,1,s2762
18,6135,106,24,s2762
19,6136,230,32,s2762
20,6137,19,4,s2762
21,6138,4,4,s2762
22,6139,11,6,s2762
23,6140,4,1,s2762
24,6141,22,6,s2762
25,6143,27,8,s2762
26,6188,56,20,s2762
27,6190,16,6,s2762
28,6191,75,22,s2762
29,6192,27,8,s2762
30,6193,12,4,s2762
31,6194,3,1,s2762
32,6197,2,1,s2762
33,6198,3,2,s2762
34,6199,51,15,s2762
35,6200,237,22,s2762
36,6201,12,5,s2762
37,6202,25,11,s2762
38,6204,1,1,s2762
39,6205,10,1,s2762
40,6208,9,3,s2762
0,84,11109,949,s2765
1,515,909,205,s2765
2,1644,5740,608,s2765
3,2042,1961,366,s2765
4,3346,1494,454,s2765
5,6098,1167,653,s2765
0,58,8,8,s2770
1,59,3735,862,s2770
2,60,20,15,s2770
3,61,250,160,s2770
4,62,329,254,s2770
5,63,3,3,s2770
6,66,101,68,s2770
7,68,81,61,s2770
8,69,22,18,s2770
9,70,788,410,s2770
10,71,1,1,s2770
11,72,18,14,s2770
12,73,469,236,s2770
13,74,234,157,s2770
14,75,79,63,s2770
15,77,1,1,s2770
16,79,292,147,s2770
17,80,151,38,s2770
18,84,4144,954,s2770
19,94,127,25,s2770
20,99,9,6,s2770
21,101,1209,702,s2770
22,102,11,10,s2770
23,103,1,1,s2770
24,105,28,23,s2770
25,115,125,101,s2770
26,116,216,153,s2770
27,117,165,126,s2770
28,118,11,10,s2770
29,133,25,19,s2770
30,135,3,2,s2770
31,145,11,9,s2770
32,185,3,1,s2770
33,199,29,20,s2770
34,201,7,6,s2770
35,227,89,81,s2770
36,342,103,93,s2770
37,344,6,6,s2770
38,350,2,2,s2770
39,515,8656,1721,s2770
40,554,29,18,s2770
41,564,1,1,s2770
42,597,10,10,s2770
43,607,8,3,s2770
44,623,94,68,s2770
45,636,3385,1183,s2770
46,637,77,64,s2770
47,642,6254,1705,s2770
48,760,15,15,s2770
49,1138,204,113,s2770
50,1145,1204,643,s2770
51,1610,6,4,s2770
52,2470,95,94,s2770
53,2843,2139,811,s2770
54,3464,4,1,s2770
55,4183,5,4,s2770
56,4184,3,3,s2770
57,4203,3477,525,s2770
58,4281,7,7,s2770
59,8349,1,1,s2770
0,73,23,9,s2779
1,84,38,10,s2779
2,88,287,41,s2779
3,101,299,39,s2779
4,102,2,2,s2779
5,403,1,1,s2779
6,515,106,32,s2779
7,1133,41,18,s2779
8,1827,20,15,s2779
9,1911,18,1,s2779
10,2235,1,1,s2779
11,4927,144,33,s2779
0,84,1131,139,s2780
1,92,682,99,s2780
2,184,1136,134,s2780
3,460,1,1,s2780
4,2467,1577,152,s2780
5,2482,23,19,s2780
0,73,4,2,s2781
1,88,696,50,s2781
2,101,121,25,s2781
3,403,1,1,s2781
4,515,6,2,s2781
5,633,1,1,s2781
6,1133,89,22,s2781
7,1827,14,11,s2781
8,4927,65,23,s2781
9,5958,3,3,s2781
0,73,1,1,s2782
1,84,53,5,s2782
2,88,66,5,s2782
3,101,42,4,s2782
4,102,4,2,s2782
5,515,25,5,s2782
6,1827,7,5,s2782
7,2235,21,3,s2782
8,4927,21,5,s2782
0,58,22,21,s2795
1,59,4460,1648,s2795
2,60,139,77,s2795
3,61,205,151,s2795
4,63,232,203,s2795
5,64,32,25,s2795
6,65,3,2,s2795
7,66,870,698,s2795
8,67,132,75,s2795
9,68,40,35,s2795
10,70,1887,1198,s2795
11,71,17,13,s2795
12,72,940,750,s2795
13,73,4336,2340,s2795
14,74,18352,5300,s2795
15,75,404,355,s2795
16,76,3,3,s2795
17,77,1,1,s2795
18,79,53,33,s2795
19,82,107828,7723,s2795
20,84,3831,1538,s2795
21,99,852,184,s2795
22,101,28933,6199,s2795
23,102,635,423,s2795
24,115,923,766,s2795
25,116,283,207,s2795
26,117,1217,825,s2795
27,130,74,54,s2795
28,138,1334,565,s2795
29,150,18,15,s2795
30,164,34,8,s2795
31,175,60,50,s2795
32,185,19,16,s2795
33,189,3,3,s2795
34,190,15,12,s2795
35,192,27,17,s2795
36,199,23,13,s2795
37,200,70,57,s2795
38,201,15,13,s2795
39,323,41,35,s2795
40,324,691,294,s2795
41,326,1,1,s2795
42,403,1590,685,s2795
43,423,16,11,s2795
44,428,1,1,s2795
45,432,455,327,s2795
46,456,25,23,s2795
47,503,1,1,s2795
48,532,8055,3895,s2795
49,554,204,165,s2795
50,592,48,27,s2795
51,623,13,9,s2795
52,624,3,2,s2795
53,633,245,137,s2795
54,637,8,7,s2795
55,760,231,205,s2795
56,780,10,9,s2795
57,982,41,35,s2795
58,1323,6,6,s2795
59,1453,20,15,s2795
60,1854,229,186,s2795
61,2037,2,2,s2795
62,2053,10,6,s2795
63,2238,1,1,s2795
64,2473,3,3,s2795
65,2543,264,214,s2795
66,2616,140,95,s2795
67,3011,557,319,s2795
68,3208,9,5,s2795
69,3210,553,375,s2795
70,3540,28,25,s2795
71,3678,3,3,s2795
72,3930,199,146,s2795
73,4709,177,145,s2795
74,4817,2047,1400,s2795
75,4818,222,158,s2795
76,4820,2,2,s2795
77,5994,2,2,s2795
0,89,3,2,s2798
1,105,24,2,s2798
2,444,1,1,s2798
3,1911,11,2,s2798
4,2138,1,1,s2798
0,60,1,1,s2799
1,63,1,1,s2799
2,65,1,1,s2799
3,67,5,3,s2799
4,68,1,1,s2799
5,73,18,2,s2799
6,74,21,5,s2799
7,76,12,5,s2799
8,84,1,1,s2799
9,91,4,2,s2799
10,101,1,1,s2799
11,105,29,8,s2799
12,115,6,5,s2799
13,117,3,1,s2799
14,118,2,2,s2799
15,119,2,1,s2799
16,130,11,1,s2799
17,147,13,5,s2799
18,187,10,2,s2799
19,204,6,3,s2799
20,222,8,5,s2799
21,237,5,1,s2799
22,238,2,2,s2799
23,515,557,24,s2799
24,602,7,1,s2799
25,1413,3,1,s2799
26,1433,4,2,s2799
27,1453,2,1,s2799
28,1829,3,2,s2799
29,1854,1,1,s2799
30,1974,115,17,s2799
31,2100,1,1,s2799
32,2543,2,1,s2799
33,3283,4,3,s2799
34,3930,3,3,s2799
35,4150,65,9,s2799
0,81,85,20,s2803
1,82,541,94,s2803
2,84,1576,109,s2803
3,94,215,29,s2803
4,105,66,24,s2803
5,184,2816,132,s2803
6,515,95,26,s2803
7,1457,325,68,s2803
8,6160,1673,132,s2803
0,145,35,10,s2808
1,222,439,38,s2808
2,460,16,2,s2808
3,461,198,22,s2808
4,637,1,1,s2808
5,2474,409,104,s2808
6,6144,4469,83,s2808
7,6145,3659,24,s2808
8,6146,3585,19,s2808
9,6147,922,40,s2808
10,6149,11855,104,s2808
11,6150,98,12,s2808
12,6151,921,16,s2808
13,6152,1064,19,s2808
14,6153,515,14,s2808
15,6154,649,21,s2808
16,6155,165,18,s2808
0,342,1,1,s2817
1,1647,1,1,s2817
0,80,123,17,s2820
1,82,34,13,s2820
2,84,247,27,s2820
3,101,88,25,s2820
4,139,45,20,s2820
5,460,7,6,s2820
6,1444,431,27,s2820
7,1647,50,18,s2820
8,2232,15,9,s2820
9,2546,11,4,s2820
10,3297,25,10,s2820
11,3298,12,6,s2820
12,3302,108,24,s2820
13,3458,4,3,s2820
0,80,99,14,s2821
1,82,33,8,s2821
2,101,4,3,s2821
3,139,5,2,s2821
4,144,1,1,s2821
5,342,1,1,s2821
6,460,3,2,s2821
7,1444,29,13,s2821
8,1647,169,19,s2821
9,2232,22,12,s2821
10,2546,15,4,s2821
11,3297,11,3,s2821
12,3298,95,18,s2821
13,3302,120,17,s2821
14,3458,193,19,s2821
0,80,630,59,s2822
1,82,145,39,s2822
2,84,618,59,s2822
3,101,84,19,s2822
4,102,28,18,s2822
5,139,363,53,s2822
6,342,2,1,s2822
7,460,9,7,s2822
8,1647,55,24,s2822
9,2232,3,3,s2822
10,2546,65,15,s2822
11,3297,257,55,s2822
12,3298,141,41,s2822
0,80,3,3,s2823
1,82,219,20,s2823
2,101,4,1,s2823
3,139,41,10,s2823
4,460,1,1,s2823
5,1647,4,3,s2823
6,2232,37,10,s2823
7,3297,25,10,s2823
8,3298,10,5,s2823
9,3302,47,9,s2823
10,3458,9,3,s2823
0,80,86,21,s2824
1,82,95,25,s2824
2,101,18,10,s2824
3,139,26,13,s2824
4,460,7,6,s2824
5,1444,8,4,s2824
6,1647,178,30,s2824
7,2232,13,8,s2824
8,2546,351,29,s2824
9,3297,114,27,s2824
10,3298,46,12,s2824
11,3302,95,24,s2824
12,3458,163,26,s2824
0,80,249,39,s2825
1,81,64,21,s2825
2,82,561,38,s2825
3,84,414,40,s2825
4,103,25,12,s2825
5,119,22,11,s2825
6,139,8,6,s2825
7,237,28,17,s2825
8,239,18,10,s2825
9,242,89,21,s2825
10,460,5,4,s2825
11,1647,60,24,s2825
12,2232,6,4,s2825
13,3458,51,17,s2825
0,82,4544,257,s2829
1,84,46,19,s2829
2,101,1008,189,s2829
3,103,40,32,s2829
4,124,37,17,s2829
5,131,429,90,s2829
6,133,4,1,s2829
7,180,7,6,s2829
8,438,152,45,s2829
9,440,48,26,s2829
10,442,12,8,s2829
11,444,21,6,s2829
12,446,17,3,s2829
13,450,19,14,s2829
14,515,4,2,s2829
15,1030,1,1,s2829
16,1323,3,1,s2829
17,1324,1,1,s2829
18,1331,1,1,s2829
19,1397,5,2,s2829
20,1647,5,5,s2829
21,2185,31,16,s2829
22,2193,9,7,s2829
23,2194,1,1,s2829
24,2201,1,1,s2829
25,2217,1,1,s2829
26,3324,3,2,s2829
0,80,272,39,s2830
1,82,103,24,s2830
2,101,18,8,s2830
3,139,24,9,s2830
4,1444,6,5,s2830
5,1647,191,31,s2830
6,2546,365,38,s2830
7,3297,302,40,s2830
8,3298,66,22,s2830
9,3302,241,34,s2830
10,3458,12,8,s2830
0,70,25,2,s2836
1,124,18,3,s2836
2,1038,2,2,s2836
3,5706,2,1,s2836
0,80,22,10,s2837
1,84,71,18,s2837
2,101,175,25,s2837
3,139,27,9,s2837
4,460,3,2,s2837
5,1444,18,10,s2837
6,1647,168,32,s2837
7,2232,168,30,s2837
8,2546,130,29,s2837
9,3297,52,21,s2837
10,3298,199,24,s2837
11,3302,532,40,s2837
12,3458,35,15,s2837
0,113,11,1,s2847
1,1176,66,5,s2847
2,1742,32,2,s2847
3,1781,51,4,s2847
0,81,1633,219,s2855
1,82,2581,219,s2855
2,84,10,8,s2855
3,101,589,190,s2855
4,103,120,85,s2855
5,119,2,2,s2855
6,131,14,10,s2855
7,180,1,1,s2855
8,184,13,9,s2855
9,220,1,1,s2855
10,427,1,1,s2855
11,435,1,1,s2855
12,440,2,2,s2855
13,450,45,26,s2855
14,503,47,32,s2855
15,1323,1,1,s2855
16,1325,8,7,s2855
17,1327,1,1,s2855
18,1330,2,2,s2855
19,1331,66,52,s2855
20,1333,43,24,s2855
21,1647,247,124,s2855
22,1791,14,7,s2855
23,1828,1,1,s2855
24,1980,2,2,s2855
25,2185,1,1,s2855
26,2201,1,1,s2855
27,2220,19,14,s2855
28,2423,7,7,s2855
29,3383,2,2,s2855
0,272,3,1,s2856
1,280,5,1,s2856
2,293,9,1,s2856
3,323,9,1,s2856
4,361,127,1,s2856
5,369,1,1,s2856
6,2845,22,1,s2856
7,4964,152,1,s2856
8,6229,172,1,s2856
0,81,543,208,s2858
1,91,2,2,s2858
2,342,1,1,s2858
3,747,964,913,s2858
4,1402,10584,1058,s2858
5,1644,3,3,s2858
6,2108,11730,1054,s2858
7,3484,6048,976,s2858
0,81,2,2,s2859
1,82,13576,928,s2859
2,84,6126,423,s2859
3,96,1,1,s2859
4,101,1103,358,s2859
5,103,56,51,s2859
6,131,2009,450,s2859
7,133,2,2,s2859
8,180,9,8,s2859
9,184,1,1,s2859
10,438,358,154,s2859
11,440,81,57,s2859
12,442,44,32,s2859
13,444,1541,404,s2859
14,447,43,6,s2859
15,450,103,38,s2859
16,1648,1,1,s2859
17,1852,1,1,s2859
18,1860,2,2,s2859
19,1866,8,2,s2859
20,2013,42,17,s2859
21,2185,560,200,s2859
22,2186,1,1,s2859
23,2193,76,53,s2859
24,2194,7,6,s2859
25,2201,26,12,s2859
26,2209,280,120,s2859
27,2217,707,252,s2859
28,4518,9,2,s2859
0,81,1443,141,s2860
1,82,15069,1030,s2860
2,84,3111,367,s2860
3,101,243,162,s2860
4,103,25,23,s2860
5,131,4228,709,s2860
6,180,75,69,s2860
7,429,1,1,s2860
8,435,5,4,s2860
9,438,194,87,s2860
10,440,130,78,s2860
11,444,1135,323,s2860
12,446,2,1,s2860
13,450,107,47,s2860
14,1325,3,1,s2860
15,1331,2,2,s2860
16,1828,1,1,s2860
17,1852,2,2,s2860
18,1869,31,16,s2860
19,2013,6,6,s2860
20,2185,324,166,s2860
21,2193,44,33,s2860
22,2194,1,1,s2860
23,2201,20,15,s2860
24,2209,18,9,s2860
25,2217,230,93,s2860
0,82,18224,1104,s2861
1,84,2381,355,s2861
2,88,73,11,s2861
3,101,243,163,s2861
4,103,9,5,s2861
5,131,2447,340,s2861
6,133,2,2,s2861
7,180,76,69,s2861
8,435,8,3,s2861
9,438,1722,413,s2861
10,439,14,5,s2861
11,440,2479,469,s2861
12,441,101,66,s2861
13,442,37,18,s2861
14,444,215,70,s2861
15,449,1,1,s2861
16,450,38,21,s2861
17,1030,2,2,s2861
18,1034,2,1,s2861
19,1323,1,1,s2861
20,1331,1,1,s2861
21,1860,1,1,s2861
22,1866,10,8,s2861
23,1869,1,1,s2861
24,2185,31,20,s2861
25,2201,2,2,s2861
26,2498,3,3,s2861
27,6222,1,1,s2861
0,82,24135,1070,s2862
1,84,995,236,s2862
2,101,133,102,s2862
3,103,7,7,s2862
4,131,982,278,s2862
5,133,1,1,s2862
6,180,15,9,s2862
7,438,16,14,s2862
8,440,63,43,s2862
9,442,3,2,s2862
10,444,2,2,s2862
11,449,3,2,s2862
12,450,277,100,s2862
13,1331,60,52,s2862
14,1852,7,6,s2862
15,1869,8,6,s2862
16,2013,33,16,s2862
17,2036,1,1,s2862
18,2185,4,3,s2862
19,2193,2,2,s2862
20,2201,27,17,s2862
21,2217,1,1,s2862
0,81,4,4,s2863
1,82,8802,1081,s2863
2,84,388,79,s2863
3,101,330,219,s2863
4,103,31,27,s2863
5,131,2002,405,s2863
6,180,36,20,s2863
7,438,5971,905,s2863
8,440,6126,898,s2863
9,442,223,97,s2863
10,444,414,118,s2863
11,446,7,3,s2863
12,450,7,4,s2863
13,1342,1,1,s2863
14,1648,19,3,s2863
15,1854,1,1,s2863
16,2185,3209,767,s2863
17,2193,239,143,s2863
18,2194,40,28,s2863
19,2201,10,6,s2863
20,2209,38,20,s2863
21,2217,102,72,s2863
0,81,1,1,s2864
1,82,17543,1046,s2864
2,84,2551,367,s2864
3,101,475,226,s2864
4,103,56,49,s2864
5,131,4540,578,s2864
6,133,19,12,s2864
7,180,185,143,s2864
8,438,216,106,s2864
9,440,685,250,s2864
10,442,69,51,s2864
11,444,48,31,s2864
12,446,1,1,s2864
13,450,86,26,s2864
14,1828,3,2,s2864
15,1852,1,1,s2864
16,2185,219,141,s2864
17,2193,30,23,s2864
18,2194,4,4,s2864
19,2201,14,10,s2864
20,2209,11,6,s2864
21,2217,218,146,s2864
0,82,19679,1055,s2865
1,84,264,50,s2865
2,96,1,1,s2865
3,101,3123,733,s2865
4,103,1,1,s2865
5,131,373,113,s2865
6,133,11,9,s2865
7,180,484,297,s2865
8,440,60,45,s2865
9,441,57,43,s2865
10,442,178,110,s2865
11,444,723,221,s2865
12,447,1318,166,s2865
13,450,33,12,s2865
14,1860,5,4,s2865
15,1866,43,33,s2865
16,2193,1,1,s2865
17,4518,20,7,s2865
18,6222,1,1,s2865
0,81,6,5,s2866
1,82,9210,858,s2866
2,101,1377,485,s2866
3,131,330,71,s2866
4,180,2,2,s2866
5,424,30,15,s2866
6,438,4696,778,s2866
7,439,5,4,s2866
8,440,4315,765,s2866
9,441,3,1,s2866
10,442,78,48,s2866
11,444,465,175,s2866
12,446,46,7,s2866
13,448,1,1,s2866
14,449,1,1,s2866
15,450,90,44,s2866
16,1030,5,5,s2866
17,1324,34,21,s2866
18,1325,8,5,s2866
19,1331,1,1,s2866
20,1852,1,1,s2866
21,2185,609,299,s2866
22,2193,60,44,s2866
23,2194,1,1,s2866
24,2201,64,35,s2866
25,2217,3,1,s2866
26,4520,9,7,s2866
0,81,13,7,s2867
1,82,13139,901,s2867
2,84,15,7,s2867
3,101,475,297,s2867
4,131,1034,234,s2867
5,133,35,21,s2867
6,142,3,2,s2867
7,180,19,14,s2867
8,438,3504,506,s2867
9,439,2,2,s2867
10,440,2376,524,s2867
11,441,86,34,s2867
12,442,34,18,s2867
13,444,1508,400,s2867
14,446,2,2,s2867
